PC_Test_ID,Batch_ID,Product,Production_Line,Test_Date,Month_Year,Analyst,pH_Value,pH_Min,pH_Max,pH_Result,Moisture_Pct,Moisture_Limit,Moisture_Result,Purity_Pct,Purity_Min,Purity_Result,Overall_Status
PHY-0562,BCH-2023-0562,Okra Chips,Line D,2024-06-11 00:00:00,Jun-2024,Anand M.,3.49,4.5,6.5,FAIL,1.31,3.5,PASS,92.1,92,PASS,FAIL
PHY-0563,BCH-2023-0563,Roasted Corn,Line E,2024-06-12 00:00:00,Jun-2024,Meena R.,4.72,4.5,6.5,PASS,5.85,3.5,FAIL,93.7,92,PASS,FAIL
PHY-0564,BCH-2023-0564,Chickpea Snacks,Line F,2024-06-17 00:00:00,Jun-2024,Karthik V.,5.32,4.5,6.5,PASS,2.93,3.5,PASS,96.7,92,PASS,PASS
PHY-0565,BCH-2023-0565,Banana Chips,Line A,2024-06-18 00:00:00,Jun-2024,Divya N.,6.37,4.5,6.5,PASS,4.24,3.5,FAIL,93.8,92,PASS,FAIL
PHY-0566,BCH-2023-0566,Sweet Potato Chips,Line B,2024-06-19 00:00:00,Jun-2024,Suresh B.,6.3,4.5,6.5,PASS,1.44,3.5,PASS,97.1,92,PASS,PASS
PHY-0567,BCH-2023-0567,Masala Peanuts,Line C,2024-06-20 00:00:00,Jun-2024,Leena D.,4.63,4.5,6.5,PASS,2.05,3.5,PASS,97.0,92,PASS,PASS
PHY-0568,BCH-2023-0568,Tapioca Crisps,Line D,2024-06-22 00:00:00,Jun-2024,Sagar A.,3.46,4.5,6.5,FAIL,1.34,3.5,PASS,94.5,92,PASS,FAIL
PHY-0569,BCH-2023-0569,Jackfruit Chips,Line E,2024-06-29 00:00:00,Jun-2024,Priya S.,6.17,4.5,6.5,PASS,1.55,3.5,PASS,93.0,92,PASS,PASS
PHY-0570,BCH-2023-0570,Okra Chips,Line F,2024-07-04 00:00:00,Jul-2024,Anand M.,6.13,4.5,6.5,PASS,1.5,3.5,PASS,93.8,92,PASS,PASS
PHY-0571,BCH-2023-0571,Roasted Corn,Line A,2024-07-07 00:00:00,Jul-2024,Meena R.,5.63,4.5,6.5,PASS,3.08,3.5,PASS,93.2,92,PASS,PASS
PHY-0572,BCH-2023-0572,Chickpea Snacks,Line B,2024-07-08 00:00:00,Jul-2024,Karthik V.,5.08,4.5,6.5,PASS,2.88,3.5,PASS,92.7,92,PASS,PASS
PHY-0573,BCH-2023-0573,Banana Chips,Line C,2024-07-11 00:00:00,Jul-2024,Divya N.,4.82,4.5,6.5,PASS,2.13,3.5,PASS,94.7,92,PASS,PASS
PHY-0574,BCH-2023-0574,Sweet Potato Chips,Line D,2024-07-16 00:00:00,Jul-2024,Suresh B.,5.95,4.5,6.5,PASS,1.8,3.5,PASS,94.7,92,PASS,PASS
PHY-0575,BCH-2023-0575,Masala Peanuts,Line E,2024-07-17 00:00:00,Jul-2024,Leena D.,5.49,4.5,6.5,PASS,1.71,3.5,PASS,94.9,92,PASS,PASS
PHY-0576,BCH-2023-0576,Tapioca Crisps,Line F,2024-07-18 00:00:00,Jul-2024,Sagar A.,4.54,4.5,6.5,PASS,3.41,3.5,PASS,97.2,92,PASS,PASS
PHY-0577,BCH-2023-0577,Jackfruit Chips,Line A,2024-07-19 00:00:00,Jul-2024,Priya S.,5.26,4.5,6.5,PASS,3.03,3.5,PASS,95.4,92,PASS,PASS
PHY-0578,BCH-2023-0578,Okra Chips,Line B,2024-07-20 00:00:00,Jul-2024,Anand M.,4.63,4.5,6.5,PASS,2.76,3.5,PASS,96.3,92,PASS,PASS
PHY-0579,BCH-2023-0579,Roasted Corn,Line C,2024-07-23 00:00:00,Jul-2024,Meena R.,5.75,4.5,6.5,PASS,3.42,3.5,PASS,93.0,92,PASS,PASS
PHY-0580,BCH-2023-0580,Chickpea Snacks,Line D,2024-07-25 00:00:00,Jul-2024,Karthik V.,5.76,4.5,6.5,PASS,2.18,3.5,PASS,97.8,92,PASS,PASS
PHY-0581,BCH-2023-0581,Banana Chips,Line E,2024-07-26 00:00:00,Jul-2024,Divya N.,5.47,4.5,6.5,PASS,2.04,3.5,PASS,97.1,92,PASS,PASS
PHY-0582,BCH-2023-0582,Sweet Potato Chips,Line F,2024-07-28 00:00:00,Jul-2024,Suresh B.,5.55,4.5,6.5,PASS,3.06,3.5,PASS,98.7,92,PASS,PASS
PHY-0583,BCH-2023-0583,Masala Peanuts,Line A,2024-07-30 00:00:00,Jul-2024,Leena D.,5.46,4.5,6.5,PASS,1.04,3.5,PASS,92.4,92,PASS,PASS
PHY-0584,BCH-2023-0584,Tapioca Crisps,Line B,2024-08-01 00:00:00,Jul-2024,Sagar A.,5.7,4.5,6.5,PASS,2.59,3.5,PASS,94.3,92,PASS,PASS
PHY-0585,BCH-2023-0585,Jackfruit Chips,Line C,2024-08-02 00:00:00,Aug-2024,Priya S.,4.78,4.5,6.5,PASS,3.63,3.5,FAIL,94.0,92,PASS,FAIL
PHY-0586,BCH-2023-0586,Okra Chips,Line D,2024-08-03 00:00:00,Aug-2024,Anand M.,6.24,4.5,6.5,PASS,2.7,3.5,PASS,92.5,92,PASS,PASS
PHY-0587,BCH-2023-0587,Roasted Corn,Line E,2024-08-04 00:00:00,Aug-2024,Meena R.,4.31,4.5,6.5,FAIL,3.18,3.5,PASS,92.5,92,PASS,FAIL
PHY-0588,BCH-2023-0588,Chickpea Snacks,Line F,2024-08-05 00:00:00,Aug-2024,Karthik V.,6.36,4.5,6.5,PASS,3.12,3.5,PASS,92.7,92,PASS,PASS
PHY-0589,BCH-2023-0589,Banana Chips,Line A,2024-08-07 00:00:00,Aug-2024,Divya N.,4.39,4.5,6.5,FAIL,5.97,3.5,FAIL,94.6,92,PASS,FAIL
PHY-0590,BCH-2023-0590,Sweet Potato Chips,Line B,2024-08-10 00:00:00,Aug-2024,Suresh B.,5.83,4.5,6.5,PASS,1.12,3.5,PASS,95.5,92,PASS,PASS
PHY-0591,BCH-2023-0591,Masala Peanuts,Line C,2024-08-11 00:00:00,Aug-2024,Leena D.,5.88,4.5,6.5,PASS,5.6,3.5,FAIL,93.6,92,PASS,FAIL
PHY-0592,BCH-2023-0592,Tapioca Crisps,Line D,2024-08-12 00:00:00,Aug-2024,Sagar A.,5.2,4.5,6.5,PASS,6.01,3.5,FAIL,93.4,92,PASS,FAIL
PHY-0593,BCH-2023-0593,Jackfruit Chips,Line E,2024-08-14 00:00:00,Aug-2024,Priya S.,4.77,4.5,6.5,PASS,2.75,3.5,PASS,97.0,92,PASS,PASS
PHY-0594,BCH-2023-0594,Okra Chips,Line F,2024-08-17 00:00:00,Aug-2024,Anand M.,6.08,4.5,6.5,PASS,3.69,3.5,FAIL,95.2,92,PASS,FAIL
PHY-0595,BCH-2023-0595,Roasted Corn,Line A,2024-08-18 00:00:00,Aug-2024,Meena R.,4.76,4.5,6.5,PASS,3.47,3.5,PASS,97.4,92,PASS,PASS
PHY-0596,BCH-2023-0596,Chickpea Snacks,Line B,2024-08-23 00:00:00,Aug-2024,Karthik V.,4.79,4.5,6.5,PASS,2.34,3.5,PASS,96.2,92,PASS,PASS
PHY-0597,BCH-2023-0597,Banana Chips,Line C,2024-08-24 00:00:00,Aug-2024,Divya N.,4.24,4.5,6.5,FAIL,0.94,3.5,PASS,95.4,92,PASS,FAIL
PHY-0598,BCH-2023-0598,Sweet Potato Chips,Line D,2024-08-25 00:00:00,Aug-2024,Suresh B.,5.91,4.5,6.5,PASS,3.1,3.5,PASS,94.1,92,PASS,PASS
PHY-0599,BCH-2023-0599,Masala Peanuts,Line E,2024-08-28 00:00:00,Aug-2024,Leena D.,5.96,4.5,6.5,PASS,2.37,3.5,PASS,93.0,92,PASS,PASS
PHY-0600,BCH-2023-0600,Tapioca Crisps,Line F,2024-09-02 00:00:00,Sep-2024,Sagar A.,5.25,4.5,6.5,PASS,1.84,3.5,PASS,85.9,92,FAIL,FAIL
PHY-0601,BCH-2023-0601,Jackfruit Chips,Line A,2024-09-03 00:00:00,Sep-2024,Priya S.,3.02,4.5,6.5,FAIL,0.9,3.5,PASS,92.8,92,PASS,FAIL
PHY-0602,BCH-2023-0602,Okra Chips,Line B,2024-09-05 00:00:00,Sep-2024,Anand M.,6.19,4.5,6.5,PASS,1.77,3.5,PASS,92.5,92,PASS,PASS
PHY-0603,BCH-2023-0603,Roasted Corn,Line C,2024-09-10 00:00:00,Sep-2024,Meena R.,5.2,4.5,6.5,PASS,3.49,3.5,PASS,98.8,92,PASS,PASS
PHY-0604,BCH-2023-0604,Chickpea Snacks,Line D,2024-09-11 00:00:00,Sep-2024,Karthik V.,6.05,4.5,6.5,PASS,1.28,3.5,PASS,95.5,92,PASS,PASS
PHY-0605,BCH-2023-0605,Banana Chips,Line E,2024-09-12 00:00:00,Sep-2024,Divya N.,4.63,4.5,6.5,PASS,3.19,3.5,PASS,94.2,92,PASS,PASS
PHY-0606,BCH-2023-0606,Sweet Potato Chips,Line F,2024-09-13 00:00:00,Sep-2024,Suresh B.,4.81,4.5,6.5,PASS,2.07,3.5,PASS,96.8,92,PASS,PASS
PHY-0607,BCH-2023-0607,Masala Peanuts,Line A,2024-09-14 00:00:00,Sep-2024,Leena D.,6.39,4.5,6.5,PASS,2.77,3.5,PASS,97.7,92,PASS,PASS
PHY-0608,BCH-2023-0608,Tapioca Crisps,Line B,2024-09-15 00:00:00,Sep-2024,Sagar A.,5.66,4.5,6.5,PASS,1.77,3.5,PASS,94.0,92,PASS,PASS
PHY-0609,BCH-2023-0609,Jackfruit Chips,Line C,2024-09-16 00:00:00,Sep-2024,Priya S.,6.3,4.5,6.5,PASS,1.09,3.5,PASS,97.1,92,PASS,PASS
PHY-0610,BCH-2023-0610,Okra Chips,Line D,2024-09-17 00:00:00,Sep-2024,Anand M.,5.77,4.5,6.5,PASS,3.35,3.5,PASS,95.3,92,PASS,PASS
PHY-0611,BCH-2023-0611,Roasted Corn,Line E,2024-09-18 00:00:00,Sep-2024,Meena R.,5.01,4.5,6.5,PASS,1.57,3.5,PASS,92.8,92,PASS,PASS
PHY-0612,BCH-2023-0612,Chickpea Snacks,Line F,2024-09-20 00:00:00,Sep-2024,Karthik V.,5.78,4.5,6.5,PASS,1.59,3.5,PASS,95.1,92,PASS,PASS
PHY-0613,BCH-2023-0613,Banana Chips,Line A,2024-09-21 00:00:00,Sep-2024,Divya N.,4.57,4.5,6.5,PASS,1.66,3.5,PASS,95.1,92,PASS,PASS
PHY-0614,BCH-2023-0614,Sweet Potato Chips,Line B,2024-09-26 00:00:00,Sep-2024,Suresh B.,5.8,4.5,6.5,PASS,3.56,3.5,FAIL,97.4,92,PASS,FAIL
PHY-0615,BCH-2023-0615,Masala Peanuts,Line C,2024-10-03 00:00:00,Oct-2024,Leena D.,5.37,4.5,6.5,PASS,1.01,3.5,PASS,92.9,92,PASS,PASS
PHY-0616,BCH-2023-0616,Tapioca Crisps,Line D,2024-10-04 00:00:00,Oct-2024,Sagar A.,4.53,4.5,6.5,PASS,1.05,3.5,PASS,99.0,92,PASS,PASS
PHY-0617,BCH-2023-0617,Jackfruit Chips,Line E,2024-10-05 00:00:00,Oct-2024,Priya S.,5.85,4.5,6.5,PASS,2.38,3.5,PASS,97.4,92,PASS,PASS
PHY-0618,BCH-2023-0618,Okra Chips,Line F,2024-10-06 00:00:00,Oct-2024,Anand M.,4.63,4.5,6.5,PASS,1.14,3.5,PASS,95.3,92,PASS,PASS
PHY-0619,BCH-2023-0619,Roasted Corn,Line A,2024-10-07 00:00:00,Oct-2024,Meena R.,5.98,4.5,6.5,PASS,6.8,3.5,FAIL,94.8,92,PASS,FAIL
PHY-0620,BCH-2023-0620,Chickpea Snacks,Line B,2024-10-08 00:00:00,Oct-2024,Karthik V.,6.27,4.5,6.5,PASS,2.0,3.5,PASS,97.3,92,PASS,PASS
PHY-0621,BCH-2023-0621,Banana Chips,Line C,2024-10-09 00:00:00,Oct-2024,Divya N.,5.89,4.5,6.5,PASS,1.44,3.5,PASS,95.5,92,PASS,PASS
PHY-0622,BCH-2023-0622,Sweet Potato Chips,Line D,2024-10-11 00:00:00,Oct-2024,Suresh B.,4.51,4.5,6.5,PASS,0.93,3.5,PASS,96.2,92,PASS,PASS
PHY-0623,BCH-2023-0623,Masala Peanuts,Line E,2024-10-12 00:00:00,Oct-2024,Leena D.,4.98,4.5,6.5,PASS,2.83,3.5,PASS,96.1,92,PASS,PASS
PHY-0624,BCH-2023-0624,Tapioca Crisps,Line F,2024-10-15 00:00:00,Oct-2024,Sagar A.,6.23,4.5,6.5,PASS,1.97,3.5,PASS,95.6,92,PASS,PASS
PHY-0625,BCH-2023-0625,Jackfruit Chips,Line A,2024-10-16 00:00:00,Oct-2024,Priya S.,6.39,4.5,6.5,PASS,3.13,3.5,PASS,98.4,92,PASS,PASS
PHY-0626,BCH-2023-0626,Okra Chips,Line B,2024-10-17 00:00:00,Oct-2024,Anand M.,6.27,4.5,6.5,PASS,1.81,3.5,PASS,92.5,92,PASS,PASS
PHY-0627,BCH-2023-0627,Roasted Corn,Line C,2024-10-20 00:00:00,Oct-2024,Meena R.,5.66,4.5,6.5,PASS,2.67,3.5,PASS,92.6,92,PASS,PASS
PHY-0628,BCH-2023-0628,Chickpea Snacks,Line D,2024-10-21 00:00:00,Oct-2024,Karthik V.,5.3,4.5,6.5,PASS,1.71,3.5,PASS,97.6,92,PASS,PASS
PHY-0629,BCH-2023-0629,Banana Chips,Line E,2024-10-22 00:00:00,Oct-2024,Divya N.,4.94,4.5,6.5,PASS,1.11,3.5,PASS,92.9,92,PASS,PASS
PHY-0630,BCH-2023-0630,Sweet Potato Chips,Line F,2024-10-23 00:00:00,Oct-2024,Suresh B.,5.55,4.5,6.5,PASS,4.77,3.5,FAIL,95.2,92,PASS,FAIL
PHY-0631,BCH-2023-0631,Masala Peanuts,Line A,2024-10-24 00:00:00,Oct-2024,Leena D.,5.73,4.5,6.5,PASS,2.11,3.5,PASS,98.8,92,PASS,PASS
PHY-0632,BCH-2023-0632,Tapioca Crisps,Line B,2024-10-25 00:00:00,Oct-2024,Sagar A.,5.05,4.5,6.5,PASS,1.07,3.5,PASS,87.2,92,FAIL,FAIL
PHY-0633,BCH-2023-0633,Jackfruit Chips,Line C,2024-10-27 00:00:00,Oct-2024,Priya S.,5.17,4.5,6.5,PASS,1.75,3.5,PASS,93.7,92,PASS,PASS
PHY-0634,BCH-2023-0634,Okra Chips,Line D,2024-10-29 00:00:00,Oct-2024,Anand M.,4.51,4.5,6.5,PASS,2.73,3.5,PASS,97.9,92,PASS,PASS
PHY-0635,BCH-2023-0635,Roasted Corn,Line E,2024-10-30 00:00:00,Oct-2024,Meena R.,5.3,4.5,6.5,PASS,2.74,3.5,PASS,98.5,92,PASS,PASS
PHY-0636,BCH-2023-0636,Chickpea Snacks,Line F,2024-10-31 00:00:00,Oct-2024,Karthik V.,3.37,4.5,6.5,FAIL,1.11,3.5,PASS,94.6,92,PASS,FAIL
PHY-0637,BCH-2023-0637,Banana Chips,Line A,2024-11-01 00:00:00,Oct-2024,Divya N.,5.31,4.5,6.5,PASS,1.45,3.5,PASS,93.9,92,PASS,PASS
PHY-0638,BCH-2023-0638,Sweet Potato Chips,Line B,2024-11-03 00:00:00,Nov-2024,Suresh B.,5.97,4.5,6.5,PASS,1.15,3.5,PASS,92.2,92,PASS,PASS
PHY-0639,BCH-2023-0639,Masala Peanuts,Line C,2024-11-05 00:00:00,Nov-2024,Leena D.,5.58,4.5,6.5,PASS,3.17,3.5,PASS,96.4,92,PASS,PASS
PHY-0640,BCH-2023-0640,Tapioca Crisps,Line D,2024-11-06 00:00:00,Nov-2024,Sagar A.,5.18,4.5,6.5,PASS,2.08,3.5,PASS,95.5,92,PASS,PASS
PHY-0641,BCH-2023-0641,Jackfruit Chips,Line E,2024-11-07 00:00:00,Nov-2024,Priya S.,5.87,4.5,6.5,PASS,1.31,3.5,PASS,93.6,92,PASS,PASS
PHY-0642,BCH-2023-0642,Okra Chips,Line F,2024-11-09 00:00:00,Nov-2024,Anand M.,6.2,4.5,6.5,PASS,2.55,3.5,PASS,98.7,92,PASS,PASS
PHY-0643,BCH-2023-0643,Roasted Corn,Line A,2024-11-10 00:00:00,Nov-2024,Meena R.,5.08,4.5,6.5,PASS,1.8,3.5,PASS,93.2,92,PASS,PASS
PHY-0644,BCH-2023-0644,Chickpea Snacks,Line B,2024-11-11 00:00:00,Nov-2024,Karthik V.,5.01,4.5,6.5,PASS,1.81,3.5,PASS,97.8,92,PASS,PASS
PHY-0645,BCH-2023-0645,Banana Chips,Line C,2024-11-12 00:00:00,Nov-2024,Divya N.,5.69,4.5,6.5,PASS,2.57,3.5,PASS,92.9,92,PASS,PASS
PHY-0646,BCH-2023-0646,Sweet Potato Chips,Line D,2024-11-17 00:00:00,Nov-2024,Suresh B.,4.51,4.5,6.5,PASS,2.53,3.5,PASS,98.8,92,PASS,PASS
PHY-0647,BCH-2023-0647,Masala Peanuts,Line E,2024-11-18 00:00:00,Nov-2024,Leena D.,5.3,4.5,6.5,PASS,2.42,3.5,PASS,93.7,92,PASS,PASS
PHY-0648,BCH-2023-0648,Tapioca Crisps,Line F,2024-11-20 00:00:00,Nov-2024,Sagar A.,5.19,4.5,6.5,PASS,1.9,3.5,PASS,94.1,92,PASS,PASS
PHY-0649,BCH-2023-0649,Jackfruit Chips,Line A,2024-11-21 00:00:00,Nov-2024,Priya S.,3.88,4.5,6.5,FAIL,4.76,3.5,FAIL,97.2,92,PASS,FAIL
PHY-0650,BCH-2023-0650,Okra Chips,Line B,2024-11-22 00:00:00,Nov-2024,Anand M.,5.17,4.5,6.5,PASS,1.03,3.5,PASS,97.2,92,PASS,PASS
PHY-0651,BCH-2023-0651,Roasted Corn,Line C,2024-11-24 00:00:00,Nov-2024,Meena R.,5.01,4.5,6.5,PASS,1.76,3.5,PASS,96.6,92,PASS,PASS
PHY-0652,BCH-2023-0652,Chickpea Snacks,Line D,2024-11-27 00:00:00,Nov-2024,Karthik V.,6.02,4.5,6.5,PASS,3.09,3.5,PASS,99.0,92,PASS,PASS
PHY-0653,BCH-2023-0653,Banana Chips,Line E,2024-11-28 00:00:00,Nov-2024,Divya N.,6.1,4.5,6.5,PASS,0.91,3.5,PASS,98.6,92,PASS,PASS
PHY-0654,BCH-2023-0654,Sweet Potato Chips,Line F,2024-11-29 00:00:00,Nov-2024,Suresh B.,6.25,4.5,6.5,PASS,3.16,3.5,PASS,95.2,92,PASS,PASS
PHY-0655,BCH-2023-0655,Masala Peanuts,Line A,2024-12-02 00:00:00,Dec-2024,Leena D.,4.86,4.5,6.5,PASS,1.85,3.5,PASS,83.2,92,FAIL,FAIL
PHY-0656,BCH-2023-0656,Tapioca Crisps,Line B,2024-12-05 00:00:00,Dec-2024,Sagar A.,6.07,4.5,6.5,PASS,5.91,3.5,FAIL,93.6,92,PASS,FAIL
PHY-0657,BCH-2023-0657,Jackfruit Chips,Line C,2024-12-12 00:00:00,Dec-2024,Priya S.,4.61,4.5,6.5,PASS,2.71,3.5,PASS,97.9,92,PASS,PASS
PHY-0658,BCH-2023-0658,Okra Chips,Line D,2024-12-17 00:00:00,Dec-2024,Anand M.,5.68,4.5,6.5,PASS,7.47,3.5,FAIL,98.7,92,PASS,FAIL
PHY-0659,BCH-2023-0659,Roasted Corn,Line E,2024-12-22 00:00:00,Dec-2024,Meena R.,5.57,4.5,6.5,PASS,2.87,3.5,PASS,98.6,92,PASS,PASS
PHY-0660,BCH-2023-0660,Chickpea Snacks,Line F,2024-12-24 00:00:00,Dec-2024,Karthik V.,4.25,4.5,6.5,FAIL,2.79,3.5,PASS,97.2,92,PASS,FAIL
PHY-0661,BCH-2023-0661,Banana Chips,Line A,2024-12-25 00:00:00,Dec-2024,Divya N.,5.79,4.5,6.5,PASS,2.19,3.5,PASS,96.7,92,PASS,PASS
PHY-0662,BCH-2023-0662,Sweet Potato Chips,Line B,2024-12-26 00:00:00,Dec-2024,Suresh B.,5.35,4.5,6.5,PASS,2.51,3.5,PASS,97.6,92,PASS,PASS
PHY-0663,BCH-2023-0663,Masala Peanuts,Line C,2024-12-28 00:00:00,Dec-2024,Leena D.,6.28,4.5,6.5,PASS,9.15,3.5,FAIL,92.4,92,PASS,FAIL
PHY-0664,BCH-2023-0664,Tapioca Crisps,Line D,2024-12-29 00:00:00,Dec-2024,Sagar A.,6.31,4.5,6.5,PASS,2.12,3.5,PASS,98.0,92,PASS,PASS
PHY-0665,BCH-2023-0665,Jackfruit Chips,Line E,2024-12-30 00:00:00,Dec-2024,Priya S.,4.67,4.5,6.5,PASS,3.08,3.5,PASS,92.6,92,PASS,PASS
PHY-0666,BCH-2023-0666,Okra Chips,Line F,2024-12-31 00:00:00,Dec-2024,Anand M.,5.18,4.5,6.5,PASS,1.4,3.5,PASS,94.5,92,PASS,PASS
PHY-0667,BCH-2023-0667,Roasted Corn,Line A,2025-01-07 00:00:00,Jan-2025,Meena R.,6.25,4.5,6.5,PASS,2.31,3.5,PASS,93.7,92,PASS,PASS
PHY-0668,BCH-2023-0668,Chickpea Snacks,Line B,2025-01-08 00:00:00,Jan-2025,Karthik V.,5.06,4.5,6.5,PASS,2.9,3.5,PASS,93.4,92,PASS,PASS
PHY-0669,BCH-2023-0669,Banana Chips,Line C,2025-01-10 00:00:00,Jan-2025,Divya N.,5.09,4.5,6.5,PASS,2.15,3.5,PASS,89.2,92,FAIL,FAIL
PHY-0670,BCH-2023-0670,Sweet Potato Chips,Line D,2025-01-11 00:00:00,Jan-2025,Suresh B.,4.76,4.5,6.5,PASS,1.63,3.5,PASS,97.8,92,PASS,PASS
PHY-0671,BCH-2023-0671,Masala Peanuts,Line E,2025-01-12 00:00:00,Jan-2025,Leena D.,4.61,4.5,6.5,PASS,3.69,3.5,FAIL,93.6,92,PASS,FAIL
PHY-0672,BCH-2023-0672,Tapioca Crisps,Line F,2025-01-13 00:00:00,Jan-2025,Sagar A.,4.87,4.5,6.5,PASS,3.07,3.5,PASS,92.6,92,PASS,PASS
PHY-0673,BCH-2023-0673,Jackfruit Chips,Line A,2025-01-14 00:00:00,Jan-2025,Priya S.,5.7,4.5,6.5,PASS,5.83,3.5,FAIL,95.2,92,PASS,FAIL
PHY-0674,BCH-2023-0674,Okra Chips,Line B,2025-01-19 00:00:00,Jan-2025,Anand M.,5.46,4.5,6.5,PASS,2.51,3.5,PASS,97.3,92,PASS,PASS
PHY-0675,BCH-2023-0675,Roasted Corn,Line C,2025-01-20 00:00:00,Jan-2025,Meena R.,6.27,4.5,6.5,PASS,1.3,3.5,PASS,87.1,92,FAIL,FAIL
PHY-0676,BCH-2023-0676,Chickpea Snacks,Line D,2025-01-21 00:00:00,Jan-2025,Karthik V.,5.63,4.5,6.5,PASS,1.81,3.5,PASS,93.7,92,PASS,PASS
PHY-0677,BCH-2023-0677,Banana Chips,Line E,2025-01-23 00:00:00,Jan-2025,Divya N.,5.29,4.5,6.5,PASS,0.94,3.5,PASS,93.5,92,PASS,PASS
PHY-0678,BCH-2023-0678,Sweet Potato Chips,Line F,2025-01-24 00:00:00,Jan-2025,Suresh B.,3.25,4.5,6.5,FAIL,2.77,3.5,PASS,95.4,92,PASS,FAIL
PHY-0679,BCH-2023-0679,Masala Peanuts,Line A,2025-01-25 00:00:00,Jan-2025,Leena D.,5.12,4.5,6.5,PASS,2.34,3.5,PASS,97.2,92,PASS,PASS
PHY-0680,BCH-2023-0680,Tapioca Crisps,Line B,2025-01-27 00:00:00,Jan-2025,Sagar A.,5.01,4.5,6.5,PASS,1.28,3.5,PASS,92.5,92,PASS,PASS
PHY-0681,BCH-2023-0681,Jackfruit Chips,Line C,2025-01-28 00:00:00,Jan-2025,Priya S.,5.98,4.5,6.5,PASS,0.96,3.5,PASS,96.9,92,PASS,PASS
PHY-0682,BCH-2023-0682,Okra Chips,Line D,2025-01-29 00:00:00,Jan-2025,Anand M.,5.98,4.5,6.5,PASS,2.43,3.5,PASS,98.2,92,PASS,PASS
PHY-0683,BCH-2023-0683,Roasted Corn,Line E,2025-01-31 00:00:00,Jan-2025,Meena R.,5.08,4.5,6.5,PASS,3.54,3.5,FAIL,94.8,92,PASS,FAIL
PHY-0684,BCH-2023-0684,Chickpea Snacks,Line F,2025-02-02 00:00:00,Feb-2025,Karthik V.,5.9,4.5,6.5,PASS,3.22,3.5,PASS,94.6,92,PASS,PASS
PHY-0685,BCH-2023-0685,Banana Chips,Line A,2025-02-03 00:00:00,Feb-2025,Divya N.,4.75,4.5,6.5,PASS,1.01,3.5,PASS,98.6,92,PASS,PASS
PHY-0686,BCH-2023-0686,Sweet Potato Chips,Line B,2025-02-04 00:00:00,Feb-2025,Suresh B.,5.52,4.5,6.5,PASS,2.2,3.5,PASS,94.5,92,PASS,PASS
PHY-0687,BCH-2023-0687,Masala Peanuts,Line C,2025-02-05 00:00:00,Feb-2025,Leena D.,5.92,4.5,6.5,PASS,1.67,3.5,PASS,93.9,92,PASS,PASS
PHY-0688,BCH-2023-0688,Tapioca Crisps,Line D,2025-02-06 00:00:00,Feb-2025,Sagar A.,4.84,4.5,6.5,PASS,2.3,3.5,PASS,95.4,92,PASS,PASS
PHY-0689,BCH-2023-0689,Jackfruit Chips,Line E,2025-02-07 00:00:00,Feb-2025,Priya S.,6.13,4.5,6.5,PASS,2.35,3.5,PASS,93.2,92,PASS,PASS
PHY-0690,BCH-2023-0690,Okra Chips,Line F,2025-02-08 00:00:00,Feb-2025,Anand M.,5.99,4.5,6.5,PASS,3.24,3.5,PASS,98.7,92,PASS,PASS
PHY-0691,BCH-2023-0691,Roasted Corn,Line A,2025-02-11 00:00:00,Feb-2025,Meena R.,5.37,4.5,6.5,PASS,1.9,3.5,PASS,95.9,92,PASS,PASS
PHY-0692,BCH-2023-0692,Chickpea Snacks,Line B,2025-02-12 00:00:00,Feb-2025,Karthik V.,4.74,4.5,6.5,PASS,2.88,3.5,PASS,94.7,92,PASS,PASS
PHY-0693,BCH-2023-0693,Banana Chips,Line C,2025-02-13 00:00:00,Feb-2025,Divya N.,4.52,4.5,6.5,PASS,2.0,3.5,PASS,92.9,92,PASS,PASS
PHY-0694,BCH-2023-0694,Sweet Potato Chips,Line D,2025-02-14 00:00:00,Feb-2025,Suresh B.,5.34,4.5,6.5,PASS,0.94,3.5,PASS,92.6,92,PASS,PASS
PHY-0695,BCH-2023-0695,Masala Peanuts,Line E,2025-02-15 00:00:00,Feb-2025,Leena D.,4.85,4.5,6.5,PASS,1.53,3.5,PASS,93.4,92,PASS,PASS
PHY-0696,BCH-2023-0696,Tapioca Crisps,Line F,2025-02-16 00:00:00,Feb-2025,Sagar A.,5.05,4.5,6.5,PASS,1.36,3.5,PASS,93.6,92,PASS,PASS
PHY-0697,BCH-2023-0697,Jackfruit Chips,Line A,2025-02-17 00:00:00,Feb-2025,Priya S.,4.95,4.5,6.5,PASS,3.77,3.5,FAIL,94.6,92,PASS,FAIL
PHY-0698,BCH-2023-0698,Okra Chips,Line B,2025-02-18 00:00:00,Feb-2025,Anand M.,5.46,4.5,6.5,PASS,2.94,3.5,PASS,93.5,92,PASS,PASS
PHY-0699,BCH-2023-0699,Roasted Corn,Line C,2025-02-19 00:00:00,Feb-2025,Meena R.,5.6,4.5,6.5,PASS,1.01,3.5,PASS,98.0,92,PASS,PASS
PHY-0700,BCH-2023-0700,Chickpea Snacks,Line D,2025-02-20 00:00:00,Feb-2025,Karthik V.,5.87,4.5,6.5,PASS,2.75,3.5,PASS,94.4,92,PASS,PASS
PHY-0701,BCH-2023-0701,Banana Chips,Line E,2025-02-21 00:00:00,Feb-2025,Divya N.,5.95,4.5,6.5,PASS,1.87,3.5,PASS,98.1,92,PASS,PASS
